,Name,Year,Age,Team,Position,Games,Games Started,Minutes Per Game,Field Goals Per Game,Field Goal Attempts Per Game,Field Goal Percent,3-Point Field Goals Per Game,3-Point Field Goal Attempts Per Game,3-Point Field Goal Percent,2-Point Field Goals Per Game,2-Point Field Goal Attempts Per Game,2-Point Field Goal Percent,Effective Field Goal Percent,Free Throws Per Game,Free Throw Attempts Per Game,Free Throw Percent,Offensive Rebounds Per Game,Defensive Rebounds Per Game,Assists Per Game,Steals Per Game,Blocks Per Game,Turnovers Per Game,Personal Fouls Per Game,Points Per Game
573,Glenn Robinson III,2017,23,IND,SF,69,27,20.7,2.3,4.9,.467,0.7,1.8,.392,1.6,3.1,.512,.540,0.8,1.1,.711,0.8,2.7,0.7,0.6,0.3,0.5,0.9,6.1
574,Glenn Robinson III,2018,24,IND,SF,23,1,14.7,1.6,3.7,.424,0.6,1.5,.412,1.0,2.2,.431,.506,0.4,0.5,.818,0.5,1.1,0.7,0.6,0.0,0.2,0.6,4.1
575,Glenn Robinson III,2019,25,DET,SF,27,16,14.8,1.6,4.1,.382,0.4,1.4,.289,1.1,2.7,.431,.432,0.8,1.0,.846,0.3,1.1,0.5,0.4,0.2,0.5,1.0,4.3
576,Jose Calderon,2006,24,TOR,SG,64,11,23.2,2.1,4.9,.423,0.1,0.7,.163,2.0,4.2,.465,.434,1.2,1.4,.848,0.5,1.7,4.5,0.7,0.1,1.6,1.5,5.5
577,Jose Calderon,2007,25,TOR,PG,77,11,21.0,3.4,6.6,.521,0.3,1.0,.333,3.1,5.6,.553,.546,1.5,1.9,.818,0.3,1.5,5.0,0.8,0.1,1.4,1.8,8.7
578,Jose Calderon,2008,26,TOR,PG,82,56,30.3,4.5,8.6,.519,1.0,2.2,.429,3.5,6.4,.551,.575,1.3,1.5,.908,0.4,2.5,8.3,1.1,0.1,1.5,1.6,11.2
579,Jose Calderon,2009,27,TOR,PG,68,68,34.3,4.7,9.5,.497,1.2,3.0,.406,3.5,6.5,.538,.561,2.2,2.3,.981,0.2,2.6,8.9,1.1,0.1,2.1,1.7,12.8
580,Jose Calderon,2010,28,TOR,PG,68,39,26.7,4.0,8.4,.482,1.0,2.5,.398,3.0,5.8,.519,.542,1.2,1.5,.798,0.3,1.8,5.9,0.7,0.1,1.5,2.0,10.3
581,Jose Calderon,2011,29,TOR,PG,68,55,30.9,3.9,8.8,.440,0.8,2.3,.365,3.0,6.5,.466,.487,1.3,1.5,.854,0.4,2.5,8.9,1.2,0.1,2.2,2.1,9.8
582,Jose Calderon,2012,30,TOR,PG,53,53,33.9,4.1,9.0,.457,1.1,3.0,.371,3.0,6.0,.500,.519,1.1,1.3,.882,0.4,2.7,8.8,0.9,0.1,2.0,1.8,10.5
583,Jose Calderon,2013,31,TOT,PG,73,58,29.6,4.3,8.7,.491,1.8,3.9,.461,2.5,4.8,.516,.594,1.0,1.1,.900,0.3,2.1,7.1,0.8,0.1,1.7,1.4,11.3
584,Jose Calderon,2014,32,DAL,PG,81,81,30.5,4.2,9.2,.456,2.4,5.2,.449,1.9,4.0,.464,.584,0.6,0.8,.825,0.4,2.0,4.7,0.9,0.1,1.3,1.7,11.4
585,Jose Calderon,2015,33,NYK,PG,42,42,30.2,3.5,8.4,.415,1.4,3.4,.415,2.1,5.0,.415,.499,0.7,0.8,.906,0.5,2.5,4.7,0.7,0.0,1.8,1.8,9.1
586,Jose Calderon,2016,34,NYK,PG,72,72,28.1,2.9,6.3,.459,1.2,2.8,.414,1.7,3.5,.496,.552,0.6,0.7,.875,0.3,2.9,4.1,0.9,0.1,1.2,1.9,7.6
587,Jose Calderon,2017,35,TOT,PG,41,13,13.1,1.3,3.3,.410,0.5,1.6,.313,0.9,1.7,.500,.485,0.3,0.3,.917,0.4,1.4,2.1,0.3,0.0,1.0,0.9,3.4
588,Jose Calderon,2018,36,CLE,PG,57,32,16.0,1.6,3.2,.503,0.8,1.7,.464,0.8,1.5,.545,.624,0.4,0.5,.800,0.2,1.2,2.1,0.5,0.0,0.7,1.4,4.5
589,Jose Calderon,2019,37,DET,PG,33,0,14.6,1.0,3.0,.343,0.3,1.4,.191,0.8,1.6,.481,.389,0.2,0.2,.714,0.2,1.2,2.5,0.4,0.1,0.7,1.5,2.5
590,Zaza Pachulia,2004,19,ORL,C,59,2,11.3,1.2,3.0,.389,0.0,0.0,,1.2,3.0,.389,.389,1.0,1.5,.644,1.2,1.8,0.2,0.4,0.2,0.6,1.5,3.3
591,Zaza Pachulia,2005,20,MIL,C,74,4,18.9,2.2,4.8,.452,0.0,0.0,.000,2.2,4.8,.453,.452,1.9,2.5,.746,1.8,3.3,0.8,0.6,0.5,0.9,2.2,6.2
592,Zaza Pachulia,2006,21,ATL,C,78,78,31.4,3.9,8.7,.451,0.0,0.0,.000,3.9,8.7,.452,.451,3.8,5.2,.735,3.4,4.5,1.7,1.1,0.5,2.3,3.7,11.7
593,Zaza Pachulia,2007,22,ATL,C,72,47,28.1,4.0,8.5,.474,0.0,0.0,.000,4.0,8.5,.475,.474,4.1,5.2,.786,2.8,4.2,1.5,1.1,0.5,2.3,3.7,12.2
594,Zaza Pachulia,2008,23,ATL,C,62,5,15.2,1.7,4.0,.437,0.0,0.0,.000,1.7,3.9,.442,.437,1.7,2.5,.706,1.4,2.6,0.6,0.4,0.2,1.1,2.3,5.2
595,Zaza Pachulia,2009,24,ATL,C,77,26,19.1,2.1,4.2,.497,0.0,0.0,.000,2.1,4.1,.502,.497,2.1,3.0,.709,2.2,3.4,0.7,0.5,0.3,1.2,2.7,6.2
596,Zaza Pachulia,2010,25,ATL,C,78,1,14.0,1.5,3.2,.488,0.0,0.1,.000,1.5,3.1,.496,.488,1.2,1.8,.650,1.5,2.3,0.5,0.5,0.4,0.7,2.4,4.3
597,Zaza Pachulia,2011,26,ATL,C,79,7,15.7,1.4,2.9,.461,0.0,0.0,,1.4,2.9,.461,.461,1.7,2.3,.754,1.5,2.7,0.7,0.4,0.3,0.9,2.3,4.4
598,Zaza Pachulia,2012,27,ATL,C,58,44,28.3,2.9,5.8,.499,0.0,0.0,,2.9,5.8,.499,.499,2.0,2.7,.741,2.7,5.2,1.4,0.9,0.5,1.4,3.0,7.8
599,Zaza Pachulia,2013,28,ATL,C,52,15,21.8,2.2,4.6,.473,0.0,0.1,.000,2.2,4.6,.479,.473,1.5,2.0,.757,2.5,3.9,1.5,0.7,0.2,1.3,2.5,5.9
600,Zaza Pachulia,2014,29,MIL,C,53,43,25.0,2.8,6.6,.427,0.0,0.0,.000,2.8,6.6,.428,.427,2.1,2.5,.846,2.7,3.6,2.6,0.8,0.3,1.7,2.3,7.7
601,Zaza Pachulia,2015,30,MIL,C,73,45,23.7,3.3,7.2,.454,0.0,0.0,.000,3.3,7.2,.456,.454,1.7,2.2,.788,2.7,4.2,2.4,1.1,0.3,1.8,2.3,8.3
602,Zaza Pachulia,2016,31,DAL,C,76,69,26.4,2.9,6.2,.466,0.0,0.0,.000,2.9,6.1,.469,.466,2.8,3.6,.768,3.3,6.2,1.7,0.8,0.3,1.6,2.4,8.6
603,Zaza Pachulia,2017,32,GSW,C,70,70,18.1,2.3,4.4,.534,0.0,0.0,.000,2.3,4.4,.538,.534,1.4,1.8,.778,2.0,3.9,1.9,0.8,0.5,1.2,2.4,6.1
604,Zaza Pachulia,2018,33,GSW,C,69,57,14.1,2.2,3.8,.564,0.0,0.0,.000,2.2,3.8,.567,.564,1.1,1.3,.806,1.3,3.4,1.6,0.6,0.2,1.0,1.8,5.4
605,Zaza Pachulia,2019,34,DET,C,32,0,13.1,1.3,3.2,.412,0.0,0.1,.000,1.3,3.1,.424,.412,1.8,2.3,.770,1.8,2.7,1.5,0.7,0.3,0.8,2.2,4.4
606,Khyri Thomas,2019,22,DET,SG,7,0,7.1,0.9,2.3,.375,0.6,1.3,.444,0.3,1.0,.286,.500,0.9,1.3,.667,0.3,1.0,0.4,0.1,0.0,0.3,0.6,3.1
607,Zach Lofton,2019,26,DET,SG,1,0,4.0,0.0,1.0,.000,0.0,1.0,.000,0.0,0.0,,.000,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
608,Nikola Vucevic,2012,21,PHI,C,51,15,15.9,2.6,5.7,.450,0.1,0.2,.375,2.5,5.5,.452,.455,0.4,0.7,.529,1.7,3.1,0.6,0.4,0.7,0.6,2.2,5.5
609,Nikola Vucevic,2013,22,ORL,C,77,77,33.2,6.0,11.5,.519,0.0,0.0,.000,6.0,11.5,.520,.519,1.1,1.6,.683,3.5,8.4,1.9,0.8,1.0,1.8,2.8,13.1
610,Nikola Vucevic,2014,23,ORL,C,57,57,31.8,6.2,12.2,.507,0.0,0.0,,6.2,12.2,.507,.507,1.8,2.4,.766,3.2,7.7,1.8,1.1,0.8,2.0,3.0,14.2
611,Nikola Vucevic,2015,24,ORL,C,74,74,34.2,8.5,16.3,.523,0.0,0.1,.333,8.5,16.2,.524,.524,2.2,2.9,.752,3.2,7.7,2.0,0.7,0.7,2.0,3.0,19.3
612,Nikola Vucevic,2016,25,ORL,C,65,60,31.3,8.2,16.1,.510,0.0,0.1,.222,8.2,16.0,.512,.511,1.7,2.3,.753,2.7,6.2,2.8,0.8,1.1,1.9,2.7,18.2
613,Nikola Vucevic,2017,26,ORL,C,75,55,28.8,6.4,13.7,.468,0.3,1.0,.307,6.1,12.7,.481,.480,1.4,2.1,.669,2.3,8.0,2.8,1.0,1.0,1.6,2.4,14.6
614,Nikola Vucevic,2018,27,ORL,C,57,57,29.5,7.0,14.7,.475,1.1,3.6,.314,5.9,11.2,.527,.513,1.4,1.6,.819,1.8,7.4,3.4,1.0,1.1,1.9,2.5,16.5
615,Nikola Vucevic,2019,28,ORL,C,40,40,30.8,8.4,15.9,.529,1.2,3.1,.393,7.2,12.8,.561,.567,2.2,2.8,.777,2.6,9.4,3.7,1.0,1.2,2.0,2.0,20.2
616,Terrence Ross,2013,21,TOR,SG,73,2,17.0,2.5,6.3,.407,0.9,2.7,.332,1.7,3.6,.464,.478,0.4,0.6,.714,0.5,1.5,0.7,0.6,0.2,0.7,1.7,6.4
617,Terrence Ross,2014,22,TOR,SG,81,62,26.7,3.9,9.3,.423,2.0,5.0,.395,1.9,4.2,.458,.531,1.0,1.2,.837,0.5,2.6,1.0,0.8,0.3,1.1,2.3,10.9
618,Terrence Ross,2015,23,TOR,SF,82,61,25.5,3.8,9.2,.410,1.8,4.8,.372,2.0,4.4,.452,.507,0.5,0.7,.786,0.4,2.4,1.0,0.6,0.3,0.8,1.7,9.8
619,Terrence Ross,2016,24,TOR,SF,73,7,23.9,3.7,8.6,.431,1.8,4.6,.386,1.9,3.9,.484,.536,0.7,0.8,.790,0.3,2.2,0.8,0.7,0.3,0.6,1.6,9.9
620,Terrence Ross,2017,25,TOT,SF,78,24,25.1,4.2,9.6,.437,1.8,5.0,.363,2.4,4.6,.518,.532,0.8,1.0,.831,0.2,2.4,1.1,1.1,0.4,0.9,1.8,11.0
621,Terrence Ross,2018,26,ORL,SG,24,20,25.0,3.2,8.0,.398,1.3,3.9,.323,1.9,4.1,.469,.476,1.1,1.5,.750,0.4,2.6,1.6,1.1,0.5,1.2,1.9,8.7
622,Terrence Ross,2019,27,ORL,SG,41,0,25.7,5.0,11.6,.432,2.2,5.6,.393,2.8,6.0,.469,.527,1.1,1.3,.833,0.3,2.8,1.5,0.9,0.4,1.1,1.8,13.3
623,Jerian Grant,2016,23,NYK,PG,76,6,16.6,2.0,5.1,.394,0.3,1.3,.220,1.7,3.8,.454,.422,1.3,1.6,.780,0.3,1.6,2.3,0.7,0.1,1.1,1.3,5.6
624,Jerian Grant,2017,24,CHI,PG,63,28,16.3,2.0,4.8,.425,0.8,2.1,.366,1.3,2.7,.473,.507,1.0,1.2,.890,0.3,1.5,1.9,0.7,0.1,0.7,1.5,5.9
625,Jerian Grant,2018,25,CHI,PG,74,26,22.8,2.8,6.8,.416,0.8,2.5,.326,2.0,4.3,.468,.476,1.9,2.5,.745,0.4,1.9,4.6,0.9,0.1,1.2,1.8,8.4
626,Jerian Grant,2019,26,ORL,PG,40,1,17.6,1.5,3.9,.396,0.7,1.9,.347,0.9,2.0,.443,.481,0.4,0.6,.625,0.4,1.4,2.9,0.8,0.1,1.0,1.5,4.1
627,Jarell Martin,2016,21,MEM,PF,27,0,14.1,2.0,4.3,.466,0.0,0.1,.000,2.0,4.2,.474,.466,1.7,2.3,.726,1.4,1.7,0.6,0.3,0.3,0.7,2.1,5.7
628,Jarell Martin,2017,22,MEM,PF,42,3,13.3,1.4,3.6,.384,0.2,0.6,.360,1.2,3.0,.389,.414,1.0,1.2,.800,1.0,2.9,0.2,0.4,0.2,0.7,2.2,3.9
629,Jarell Martin,2018,23,MEM,PF,73,36,22.8,3.0,6.8,.446,0.5,1.3,.347,2.6,5.5,.470,.480,1.2,1.6,.767,1.3,3.0,1.0,0.5,0.7,1.2,2.9,7.7
630,Jarell Martin,2019,24,ORL,PF,26,1,7.7,0.9,2.3,.390,0.2,0.8,.182,0.7,1.4,.514,.424,0.3,0.3,.875,0.3,1.4,0.4,0.1,0.2,0.3,1.0,2.2
631,Timofey Mozgov,2012,24,TOT,C,45,14,11.6,1.4,3.0,.474,0.0,0.0,,1.4,3.0,.474,.474,0.8,1.2,.712,1.0,1.7,0.3,0.3,0.6,0.8,1.9,3.6
632,Timofey Mozgov,2013,25,DEN,C,44,35,15.6,2.3,4.3,.526,0.0,0.0,,2.3,4.3,.526,.526,0.9,1.3,.684,1.2,2.9,0.5,0.3,1.0,1.2,2.0,5.4
633,Timofey Mozgov,2014,26,DEN,C,41,1,8.9,1.1,2.1,.506,0.0,0.0,.000,1.1,2.1,.518,.506,0.5,0.6,.769,1.2,1.4,0.2,0.1,0.4,0.6,1.4,2.6
634,Timofey Mozgov,2015,27,DEN,C,82,30,21.6,3.5,6.6,.523,0.0,0.3,.167,3.4,6.4,.539,.527,2.4,3.2,.754,2.1,4.4,0.8,0.3,1.2,1.5,2.6,9.4
635,Timofey Mozgov,2016,28,TOT,C,81,80,25.2,3.9,7.0,.555,0.0,0.1,.333,3.9,6.9,.557,.557,1.9,2.7,.718,2.5,4.8,0.7,0.4,1.2,1.4,2.8,9.7
636,Timofey Mozgov,2017,29,CLE,C,76,48,17.4,2.7,4.7,.565,0.0,0.1,.143,2.7,4.6,.574,.567,0.9,1.3,.716,1.4,3.0,0.4,0.3,0.8,0.9,2.1,6.3
637,Timofey Mozgov,2018,30,LAL,C,54,52,20.4,3.1,6.1,.515,0.0,0.0,.000,3.1,6.1,.517,.515,1.2,1.4,.808,1.9,3.0,0.8,0.3,0.6,1.3,2.5,7.4
638,Timofey Mozgov,2019,31,BRK,C,31,13,11.6,1.7,3.0,.559,0.1,0.6,.222,1.5,2.4,.640,.581,0.7,1.0,.767,1.0,2.1,0.4,0.2,0.4,1.1,1.3,4.2
639,D.J. Augustin,2009,21,CHA,PG,72,12,26.5,3.7,8.6,.430,1.5,3.4,.439,2.2,5.2,.424,.517,2.9,3.2,.893,0.2,1.6,3.5,0.6,0.0,1.7,1.9,11.8
640,D.J. Augustin,2010,22,CHA,PG,80,2,18.4,2.1,5.4,.386,0.9,2.2,.393,1.2,3.2,.381,.467,1.3,1.6,.779,0.1,1.1,2.4,0.6,0.1,0.9,1.6,6.4
641,D.J. Augustin,2011,23,CHA,PG,82,82,33.6,4.9,11.7,.416,1.4,4.1,.333,3.5,7.6,.461,.474,3.3,3.6,.906,0.5,2.3,6.1,0.7,0.0,1.9,1.9,14.4
642,D.J. Augustin,2012,24,CHA,PG,48,46,29.3,3.8,10.1,.376,1.3,3.7,.341,2.5,6.4,.396,.438,2.2,2.5,.875,0.5,1.8,6.4,0.8,0.0,2.3,1.4,11.1
643,D.J. Augustin,2013,25,IND,PG,76,5,16.1,1.4,3.9,.350,0.9,2.5,.353,0.5,1.4,.346,.464,1.1,1.3,.838,0.3,0.9,2.2,0.4,0.0,0.9,0.8,4.7
644,D.J. Augustin,2014,26,TOT,PG,71,9,27.3,4.2,10.1,.415,1.9,4.7,.401,2.3,5.4,.427,.508,2.8,3.2,.885,0.2,1.6,4.4,0.7,0.0,1.8,2.1,13.1
645,D.J. Augustin,2015,27,TOT,PG,82,14,24.0,3.1,7.9,.399,1.0,3.0,.337,2.1,4.9,.436,.463,2.2,2.5,.868,0.2,1.7,4.3,0.6,0.0,1.8,1.1,9.5
646,D.J. Augustin,2016,28,TOT,PG,62,0,19.0,2.4,5.6,.423,1.1,2.7,.405,1.3,2.9,.440,.520,1.7,2.1,.805,0.1,1.4,3.2,0.6,0.1,1.4,1.4,7.5
647,D.J. Augustin,2017,29,ORL,PG,78,20,19.7,2.5,6.6,.377,1.2,3.5,.347,1.3,3.1,.412,.469,1.7,2.1,.814,0.2,1.3,2.7,0.4,0.0,1.2,1.3,7.9
648,D.J. Augustin,2018,30,ORL,PG,75,36,23.5,3.3,7.2,.452,1.5,3.6,.419,1.7,3.6,.485,.557,2.2,2.5,.868,0.4,1.7,3.8,0.7,0.0,1.6,1.3,10.2
649,D.J. Augustin,2019,31,ORL,PG,40,40,27.8,3.7,7.9,.461,1.7,3.9,.423,2.0,4.0,.497,.565,2.6,2.9,.895,0.5,1.6,4.9,0.6,0.0,1.5,1.3,11.5
650,Evan Fournier,2013,20,DEN,SG,38,4,11.3,2.0,4.0,.493,0.6,1.4,.407,1.4,2.6,.541,.566,0.8,1.0,.769,0.2,0.8,1.2,0.5,0.0,0.8,1.7,5.3
651,Evan Fournier,2014,21,DEN,SG,76,4,19.8,3.0,7.2,.419,1.2,3.1,.376,1.8,4.0,.453,.501,1.2,1.6,.756,0.4,2.2,1.5,0.4,0.1,1.3,2.4,8.4
652,Evan Fournier,2015,22,ORL,SG,58,32,28.6,4.4,9.9,.440,1.5,3.9,.378,2.9,6.0,.480,.514,1.8,2.5,.728,0.5,2.2,2.1,0.7,0.0,1.4,2.0,12.0
653,Evan Fournier,2016,23,ORL,SF,79,71,32.5,5.4,11.8,.462,2.0,4.9,.400,3.5,6.8,.506,.546,2.5,3.0,.836,0.4,2.4,2.7,1.2,0.0,1.7,2.7,15.4
654,Evan Fournier,2017,24,ORL,SG,68,66,32.9,6.0,13.7,.439,1.9,5.3,.356,4.1,8.4,.491,.508,3.3,4.1,.805,0.6,2.4,3.0,1.0,0.1,2.1,2.6,17.2
655,Evan Fournier,2018,25,ORL,SF,57,57,32.2,6.5,14.1,.459,2.2,5.9,.379,4.2,8.2,.516,.538,2.6,3.0,.867,0.4,2.8,2.9,0.8,0.3,1.7,2.4,17.8
656,Evan Fournier,2019,26,ORL,SG,40,40,30.4,5.6,13.0,.426,2.1,6.0,.340,3.5,7.0,.500,.505,1.5,2.0,.759,0.5,2.5,3.6,0.8,0.2,2.2,2.9,14.7
657,Jonathan Isaac,2018,20,ORL,PF,27,10,19.9,2.0,5.4,.379,0.6,1.7,.348,1.4,3.7,.394,.434,0.7,0.9,.760,0.6,3.1,0.7,1.2,1.1,1.0,1.8,5.4
658,Jonathan Isaac,2019,21,ORL,SF,35,24,24.5,2.8,6.9,.404,0.7,2.5,.284,2.1,4.3,.474,.456,1.7,2.0,.829,0.9,3.7,0.8,0.8,1.1,1.1,2.0,7.9
659,Jonathon Simmons,2016,26,SAS,SG,55,2,14.8,2.2,4.4,.504,0.3,0.9,.383,1.9,3.5,.533,.541,1.3,1.7,.750,0.3,1.5,1.1,0.4,0.1,1.0,1.9,6.0
660,Jonathon Simmons,2017,27,SAS,SG,78,8,17.8,2.3,5.4,.420,0.4,1.3,.294,1.9,4.1,.461,.456,1.3,1.7,.750,0.3,1.8,1.6,0.6,0.3,1.0,1.9,6.2
661,Jonathon Simmons,2018,28,ORL,SG,69,50,29.4,5.1,11.0,.465,1.0,3.0,.338,4.1,8.1,.512,.511,2.7,3.5,.768,0.9,2.6,2.5,0.8,0.2,2.1,2.5,13.9
662,Jonathon Simmons,2019,29,ORL,SG,35,7,20.7,2.6,7.3,.358,0.4,2.0,.217,2.2,5.3,.411,.388,1.4,1.7,.803,0.5,1.8,2.2,0.5,0.4,1.4,1.6,7.0
663,Wesley Iwundu,2018,23,ORL,SF,62,12,16.5,1.5,3.5,.427,0.1,0.7,.196,1.4,2.8,.488,.447,0.5,0.8,.723,0.6,1.6,0.9,0.5,0.2,0.5,1.3,3.7
664,Wesley Iwundu,2019,24,ORL,SF,31,12,17.2,1.6,4.2,.385,0.3,1.1,.286,1.3,3.1,.421,.423,1.3,1.6,.816,0.4,1.7,0.8,0.4,0.2,0.7,1.7,4.8
665,Khem Birch,2018,25,ORL,C,42,0,13.8,1.6,3.0,.540,0.0,0.0,,1.6,3.0,.540,.540,1.0,1.5,.689,1.7,2.6,0.8,0.4,0.5,0.5,1.3,4.2
666,Khem Birch,2019,26,ORL,C,17,0,7.8,0.8,1.7,.448,0.0,0.1,.000,0.8,1.6,.464,.448,0.8,0.9,.813,0.6,1.4,0.3,0.4,0.3,0.2,0.7,2.3
667,Mohamed Bamba,2019,20,ORL,C,39,1,16.6,2.5,5.4,.467,0.5,1.6,.281,2.1,3.8,.547,.509,0.7,1.4,.547,1.4,3.6,0.9,0.3,1.4,0.9,2.3,6.3
668,Isaiah Briscoe,2019,22,ORL,PG,19,0,8.2,0.9,2.4,.391,0.2,0.5,.400,0.7,1.9,.389,.435,0.3,0.7,.462,0.1,0.7,1.0,0.1,0.0,0.5,1.0,2.4
669,Melvin Frazier,2019,22,ORL,SG,3,0,5.3,0.0,1.0,.000,0.0,0.3,.000,0.0,0.7,.000,.000,0.0,0.0,,0.0,0.3,0.0,0.3,0.0,0.3,1.0,0.0
670,Aaron Gordon,2015,19,ORL,PF,47,8,17.0,2.0,4.4,.447,0.3,1.0,.271,1.7,3.4,.500,.478,0.9,1.3,.721,1.0,2.6,0.7,0.4,0.5,0.8,1.8,5.2
671,Aaron Gordon,2016,20,ORL,PF,78,37,23.9,3.5,7.4,.473,0.5,1.8,.296,3.0,5.6,.531,.509,1.7,2.5,.668,2.0,4.5,1.6,0.8,0.7,0.8,2.0,9.2
672,Aaron Gordon,2017,21,ORL,SF,80,72,28.7,4.9,10.8,.454,1.0,3.3,.288,4.0,7.5,.528,.499,2.0,2.7,.719,1.5,3.6,1.9,0.8,0.5,1.1,2.2,12.7
673,Aaron Gordon,2018,22,ORL,PF,58,57,32.9,6.5,14.9,.434,2.0,5.9,.336,4.5,9.0,.497,.500,2.7,3.9,.698,1.5,6.4,2.3,1.0,0.8,1.8,1.9,17.6
674,Aaron Gordon,2019,23,ORL,PF,39,39,33.4,5.8,13.1,.442,1.5,4.3,.357,4.3,8.8,.484,.501,2.1,3.1,.681,1.6,5.9,3.3,0.8,0.7,1.7,2.3,15.2
675,Troy Caupain,2019,23,ORL,PG,2,0,4.5,1.0,2.0,.500,0.5,1.0,.500,0.5,1.0,.500,.625,0.0,0.0,,0.0,1.0,1.5,0.5,0.0,0.0,0.0,2.5
676,Amile Jefferson,2019,25,ORL,PF,1,0,4.0,0.0,1.0,.000,0.0,0.0,,0.0,1.0,.000,.000,2.0,2.0,1.000,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
677,Markieff Morris,2012,22,PHO,PF,63,7,19.5,2.8,6.9,.399,0.7,2.0,.347,2.1,5.0,.420,.448,1.2,1.7,.717,1.1,3.3,1.0,0.7,0.7,1.1,2.8,7.4
678,Markieff Morris,2013,23,PHO,PF,82,32,22.4,3.2,8.0,.407,0.5,1.6,.336,2.7,6.3,.426,.442,1.1,1.5,.732,1.6,3.2,1.3,0.9,0.8,1.3,2.5,8.2
679,Markieff Morris,2014,24,PHO,PF,81,0,26.6,5.1,10.4,.486,0.4,1.3,.315,4.7,9.1,.512,.507,3.2,4.0,.792,1.7,4.3,1.8,0.8,0.6,1.8,2.9,13.8
680,Markieff Morris,2015,25,PHO,PF,82,82,31.5,6.2,13.4,.465,0.7,2.2,.318,5.5,11.2,.494,.491,2.2,2.8,.763,1.3,4.8,2.3,1.2,0.5,2.1,3.0,15.3
681,Markieff Morris,2016,26,TOT,PF,64,45,25.5,4.8,11.2,.425,0.7,2.4,.303,4.0,8.8,.458,.458,1.7,2.3,.735,1.1,4.4,1.9,0.9,0.5,2.1,2.9,12.0
682,Markieff Morris,2017,27,WAS,PF,76,76,31.2,5.3,11.7,.457,0.9,2.6,.362,4.4,9.1,.483,.497,2.4,2.8,.837,1.4,5.1,1.7,1.1,0.6,1.7,3.3,14.0
683,Markieff Morris,2018,28,WAS,PF,73,73,27.0,4.5,9.4,.480,1.0,2.8,.367,3.5,6.6,.529,.536,1.4,1.8,.820,1.0,4.6,1.9,0.8,0.5,1.7,3.0,11.5
684,Markieff Morris,2019,29,WAS,PF,34,15,26.0,4.2,9.6,.436,1.4,4.2,.333,2.8,5.4,.516,.509,1.7,2.1,.781,1.2,3.9,1.8,0.7,0.6,1.4,3.4,11.5
685,John Wall,2011,20,WAS,PG,69,64,37.8,5.8,14.1,.409,0.5,1.7,.296,5.3,12.4,.425,.427,4.4,5.7,.766,0.5,4.1,8.3,1.8,0.5,3.8,2.5,16.4
686,John Wall,2012,21,WAS,PG,66,66,36.2,5.7,13.5,.423,0.0,0.6,.071,5.7,12.9,.440,.424,4.8,6.1,.789,0.7,3.8,8.0,1.4,0.9,3.9,2.1,16.3
687,John Wall,2013,22,WAS,PG,49,42,32.7,6.6,15.0,.441,0.2,0.9,.267,6.4,14.1,.452,.449,5.0,6.2,.804,0.7,3.3,7.6,1.3,0.8,3.2,2.4,18.5
688,John Wall,2014,23,WAS,PG,82,82,36.3,7.1,16.3,.433,1.3,3.8,.351,5.7,12.5,.458,.473,3.9,4.8,.805,0.5,3.6,8.8,1.8,0.5,3.6,2.7,19.3
689,John Wall,2015,24,WAS,PG,79,79,35.9,6.6,14.8,.445,0.8,2.7,.300,5.7,12.0,.478,.473,3.6,4.6,.785,0.5,4.2,10.0,1.7,0.6,3.8,2.3,17.6
690,John Wall,2016,25,WAS,PG,77,77,36.2,7.4,17.5,.424,1.5,4.3,.351,5.9,13.3,.448,.467,3.5,4.5,.791,0.5,4.4,10.2,1.9,0.8,4.1,2.1,19.9
691,John Wall,2017,26,WAS,PG,78,78,36.4,8.3,18.4,.451,1.1,3.5,.327,7.2,14.9,.480,.482,5.4,6.8,.801,0.8,3.4,10.7,2.0,0.6,4.1,1.9,23.1
692,John Wall,2018,27,WAS,PG,41,41,34.4,6.8,16.3,.420,1.5,4.1,.371,5.3,12.2,.436,.466,4.3,5.9,.726,0.5,3.1,9.6,1.4,1.1,3.9,2.0,19.4
693,John Wall,2019,28,WAS,PG,32,32,34.5,7.7,17.3,.444,1.6,5.3,.302,6.1,12.0,.507,.490,3.8,5.5,.697,0.5,3.2,8.7,1.5,0.9,3.8,2.2,20.7
694,Sam Dekker,2016,21,HOU,PF,3,0,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.3,0.0,0.3,0.0,0.0,0.0,0.0
695,Sam Dekker,2017,22,HOU,PF,77,2,18.4,2.6,5.6,.473,0.8,2.4,.321,1.9,3.1,.591,.543,0.5,0.9,.559,1.2,2.5,1.0,0.5,0.3,0.5,1.1,6.5
696,Sam Dekker,2018,23,LAC,PF,73,1,12.1,1.8,3.5,.494,0.1,0.8,.167,1.6,2.7,.593,.514,0.5,0.8,.661,0.6,1.8,0.5,0.3,0.1,0.5,1.0,4.2
697,Sam Dekker,2019,24,TOT,SF-PF,24,5,17.3,3.2,6.0,.528,0.4,1.2,.345,2.8,4.8,.574,.563,0.6,0.9,.682,1.1,2.3,1.0,1.1,0.1,0.5,1.1,7.4
